ID_transacao,data,corredor,valor_enviado,taxa_de_cambio,fee_percent,ID_cliente,cliente_recorrente,competitor_fee_percent
6154,2024-08-14 08:00:00,EUA -> Brasil,857.44,5.1552,0.0192,C511,False,
6155,2024-01-18 23:00:00,Portugal -> Moçambique,270.04,65.3064,0.0435,C2165,True,
6156,2024-02-25 23:00:00,Portugal -> Moçambique,299.53,69.2785,0.0382,C1443,True,
6157,2024-02-07 07:00:00,EUA -> Brasil,844.8,5.1948,0.0267,C946,True,
6158,2024-03-22 10:00:00,EUA -> Brasil,545.67,5.4467,0.0282,C2603,True,
6159,2024-08-30 02:00:00,EUA -> Brasil,316.83,5.2574,0.0285,C415,True,
6160,2024-02-02 20:00:00,EUA -> Brasil,709.04,5.1573,0.0317,C1840,True,
6161,2024-02-05 20:00:00,Portugal -> Moçambique,386.19,68.1519,0.0368,C1681,True,
6162,2024-12-02 05:00:00,EUA -> Brasil,239.78,5.4206,0.0287,C1119,True,
6163,2024-08-17 21:00:00,EUA -> Brasil,545.09,5.0404,0.0157,C1032,True,
6164,2024-11-27 19:00:00,EUA -> Brasil,75.21,5.1591,0.016,C2990,True,
6165,2024-03-31 01:00:00,EUA -> Brasil,482.52,5.0928,0.0292,C2723,False,
6166,2024-05-19 14:00:00,Reino Unido -> Quénia,761.26,151.0904,0.0187,C593,True,
6167,2024-10-22 11:00:00,Reino Unido -> Quénia,676.17,153.3881,0.0105,C966,True,
6168,2024-04-02 21:00:00,Reino Unido -> Quénia,433.28,154.9319,0.0196,C898,True,
6169,2024-05-30 04:00:00,Reino Unido -> Quénia,814.02,157.9981,0.0133,C440,True,
6170,2024-08-30 03:00:00,EUA -> Brasil,418.9,5.0354,0.0223,C1966,False,
6171,2024-08-22 01:00:00,Reino Unido -> Quénia,104.54,158.0329,0.0101,C1675,True,
6172,2024-01-05 22:00:00,Portugal -> Moçambique,746.67,68.2044,0.0438,C2828,True,
6173,2024-08-15 06:00:00,Reino Unido -> Quénia,936.38,158.5862,0.013,C509,True,
6174,2024-08-29 14:00:00,EUA -> Brasil,50.41,5.1715,0.0237,C1651,True,
6175,2024-03-02 07:00:00,Reino Unido -> Quénia,387.7,156.4178,0.0125,C1650,False,
6176,2024-03-26 03:00:00,EUA -> Brasil,935.65,5.3269,0.0198,C2819,True,
6177,2024-01-14 12:00:00,EUA -> Brasil,491.15,5.2289,0.0273,C1073,False,
6178,2024-10-22 08:00:00,Portugal -> Moçambique,400.83,66.3355,0.0294,C1788,False,
6179,2024-11-30 07:00:00,Portugal -> Moçambique,777.28,68.4517,0.0356,C1943,True,
6180,2024-04-24 14:00:00,Portugal -> Moçambique,639.37,68.8224,0.0269,C1800,True,
6181,2024-06-03 10:00:00,Reino Unido -> Quénia,118.96,158.5149,0.0104,C500,True,
6182,2024-11-16 21:00:00,Reino Unido -> Quénia,854.28,157.7127,0.013,C1796,True,
6183,2024-09-04 03:00:00,EUA -> Brasil,194.28,5.1586,0.0234,C2450,True,
6184,2024-09-01 04:00:00,Portugal -> Moçambique,603.13,66.5033,0.0349,C2672,True,
6185,2024-07-24 08:00:00,Reino Unido -> Quénia,603.06,156.5372,0.0109,C1738,True,
6186,2024-12-22 13:00:00,EUA -> Brasil,58.53,5.2016,0.0239,C1956,False,
6187,2024-03-19 11:00:00,Portugal -> Moçambique,464.84,67.6734,0.0442,C1015,False,
6188,2024-07-19 19:00:00,Portugal -> Moçambique,241.96,69.686,0.0446,C1755,True,
6189,2024-07-21 15:00:00,EUA -> Brasil,645.63,5.0389,0.0304,C2623,False,
6190,2024-01-02 19:00:00,Reino Unido -> Quénia,160.21,159.0794,0.0184,C2416,False,
6191,2024-10-05 12:00:00,Reino Unido -> Quénia,755.24,157.8625,0.0147,C2648,True,
6192,2024-06-20 19:00:00,Reino Unido -> Quénia,229.88,152.6798,0.0127,C1170,True,
6193,2024-09-20 15:00:00,EUA -> Brasil,548.05,5.0413,0.0238,C2828,True,
6194,2024-07-21 16:00:00,EUA -> Brasil,780.66,5.0203,0.0342,C1053,True,
6195,2024-11-26 16:00:00,EUA -> Brasil,83.29,5.4394,0.0313,C2926,True,
6196,2024-02-20 10:00:00,Reino Unido -> Quénia,918.2,153.8194,0.0197,C1508,True,
6197,2024-12-25 06:00:00,EUA -> Brasil,690.44,5.4373,0.0298,C2597,True,
6198,2024-09-20 16:00:00,EUA -> Brasil,853.2,5.4016,0.0184,C1161,True,
6199,2024-10-21 08:00:00,Reino Unido -> Quénia,489.72,157.8134,0.0187,C1775,True,
6200,2024-08-03 23:00:00,EUA -> Brasil,912.33,5.1635,0.0192,C1612,True,
6201,2024-12-18 04:00:00,EUA -> Brasil,771.07,5.4158,0.0257,C2650,False,
6202,2024-06-22 14:00:00,Reino Unido -> Quénia,947.49,159.7267,0.0111,C1306,True,
6203,2024-06-03 19:00:00,Reino Unido -> Quénia,149.37,156.0314,0.0173,C1813,False,
6204,2024-03-07 06:00:00,Reino Unido -> Quénia,986.26,151.0069,0.0193,C2491,False,
6205,2024-05-03 02:00:00,Portugal -> Moçambique,379.15,69.6578,0.0449,C687,True,
6206,2024-01-03 19:00:00,Portugal -> Moçambique,588.61,68.256,0.0361,C2447,True,
6207,2024-04-03 04:00:00,Portugal -> Moçambique,220.83,65.577,0.0307,C1747,True,
6208,2024-10-25 23:00:00,EUA -> Brasil,102.19,5.0918,0.0168,C1249,True,
6209,2024-09-25 20:00:00,Reino Unido -> Quénia,419.39,158.9681,0.0123,C2200,False,
6210,2024-11-13 02:00:00,Reino Unido -> Quénia,309.44,157.9969,0.016,C149,True,
6211,2024-09-22 12:00:00,Reino Unido -> Quénia,215.67,158.1179,0.0176,C2065,True,
6212,2024-09-03 01:00:00,Portugal -> Moçambique,215.81,65.5223,0.0427,C2008,True,
6213,2024-07-15 00:00:00,Reino Unido -> Quénia,585.92,152.4065,0.0139,C1649,True,0.0187
6214,2024-10-14 05:00:00,EUA -> Brasil,140.5,5.25,0.0347,C2364,True,
6215,2024-11-29 12:00:00,Portugal -> Moçambique,679.1,65.9295,0.0258,C1662,True,
6216,2024-04-17 00:00:00,Portugal -> Moçambique,625.4,67.4607,0.0345,C2521,True,0.0382
6217,2024-09-24 12:00:00,Portugal -> Moçambique,561.31,69.7018,0.0441,C1820,False,
6218,2024-03-29 10:00:00,Portugal -> Moçambique,695.04,68.2207,0.0431,C1581,False,
6219,2024-10-02 19:00:00,EUA -> Brasil,276.24,5.3999,0.0331,C760,False,
6220,2024-04-24 23:00:00,Portugal -> Moçambique,595.59,66.8461,0.0326,C1629,False,
6221,2024-05-24 18:00:00,Portugal -> Moçambique,97.19,69.4812,0.0349,C1281,False,
6222,2024-11-17 00:00:00,EUA -> Brasil,683.33,5.4318,0.0167,C451,True,0.0274
6223,2024-09-20 16:00:00,EUA -> Brasil,923.1,5.3486,0.0204,C1500,False,
6224,2024-10-07 19:00:00,Reino Unido -> Quénia,557.57,159.9099,0.0113,C1698,True,
6225,2024-08-12 21:00:00,Portugal -> Moçambique,52.45,66.5358,0.0281,C2133,True,
6226,2024-04-17 05:00:00,EUA -> Brasil,832.3,5.1255,0.0161,C104,False,
6227,2024-10-21 15:00:00,EUA -> Brasil,705.27,5.0764,0.0168,C2939,False,
6228,2024-05-14 14:00:00,Portugal -> Moçambique,103.73,68.7721,0.0296,C265,True,
6229,2024-12-12 02:00:00,Reino Unido -> Quénia,216.88,158.6012,0.0132,C2654,True,
6230,2024-07-01 01:00:00,Reino Unido -> Quénia,248.15,155.2489,0.0175,C1845,True,
6231,2024-05-31 23:00:00,Portugal -> Moçambique,168.09,69.2262,0.0371,C1235,False,
6232,2024-01-19 22:00:00,EUA -> Brasil,670.43,5.2371,0.0301,C1256,False,
6233,2024-09-18 13:00:00,Portugal -> Moçambique,372.13,68.6165,0.0325,C2008,True,
6234,2024-12-25 18:00:00,EUA -> Brasil,911.35,5.194,0.0216,C1532,False,
6235,2024-09-03 21:00:00,Portugal -> Moçambique,662.57,65.166,0.0422,C455,True,
6236,2024-06-03 18:00:00,Reino Unido -> Quénia,693.63,152.1203,0.0137,C1454,False,
6237,2024-11-19 05:00:00,EUA -> Brasil,268.26,5.1868,0.0317,C2721,True,
6238,2024-03-17 16:00:00,EUA -> Brasil,656.77,5.1627,0.026,C855,True,
6239,2024-06-28 02:00:00,Portugal -> Moçambique,977.33,65.8512,0.044,C2331,True,
6240,2024-02-26 22:00:00,Reino Unido -> Quénia,963.97,156.9986,0.0159,C1201,True,
6241,2024-07-26 06:00:00,Portugal -> Moçambique,475.07,65.1805,0.0313,C779,False,
6242,2024-02-09 19:00:00,Portugal -> Moçambique,744.33,69.9725,0.0449,C1229,True,
6243,2024-06-03 22:00:00,Reino Unido -> Quénia,615.72,156.4086,0.0159,C414,False,
6244,2024-07-26 03:00:00,Portugal -> Moçambique,720.49,69.9345,0.0349,C2296,True,
6245,2024-11-27 12:00:00,Reino Unido -> Quénia,773.04,156.8838,0.0156,C73,True,
6246,2024-03-19 02:00:00,EUA -> Brasil,569.83,5.1255,0.0233,C256,True,
6247,2024-01-07 22:00:00,Reino Unido -> Quénia,376.66,150.0048,0.0129,C582,True,
6248,2024-06-17 23:00:00,Reino Unido -> Quénia,508.24,156.4711,0.0145,C1815,False,
6249,2024-11-22 20:00:00,Reino Unido -> Quénia,373.41,158.3051,0.0125,C1591,True,
6250,2024-10-24 06:00:00,EUA -> Brasil,900.64,5.0508,0.0325,C2303,True,
6251,2024-07-01 01:00:00,Portugal -> Moçambique,627.48,69.7818,0.0414,C977,True,
6252,2024-09-22 01:00:00,EUA -> Brasil,990.59,5.1998,0.0245,C897,True,
6253,2024-01-01 14:00:00,Reino Unido -> Quénia,852.2,152.3624,0.0182,C2929,True,
6254,2024-08-09 16:00:00,Reino Unido -> Quénia,212.1,154.5876,0.0119,C2382,True,
6255,2024-01-04 13:00:00,Portugal -> Moçambique,424.76,68.3281,0.0432,C401,True,
6256,2024-08-31 12:00:00,Portugal -> Moçambique,776.91,69.5003,0.037,C1185,True,
6257,2024-03-29 17:00:00,EUA -> Brasil,920.97,5.1107,0.0322,C1434,True,
6258,2024-05-18 04:00:00,EUA -> Brasil,64.03,5.3371,0.0317,C2481,False,
6259,2024-04-09 21:00:00,Reino Unido -> Quénia,479.56,156.7742,0.018,C2703,True,
6260,2024-04-28 10:00:00,Portugal -> Moçambique,629.05,67.835,0.0346,C2100,True,
6261,2024-08-30 00:00:00,Reino Unido -> Quénia,408.27,151.0585,0.0102,C2674,True,0.0139
6262,2024-11-17 10:00:00,Portugal -> Moçambique,637.77,68.3155,0.0424,C2884,False,
6263,2024-04-02 02:00:00,Reino Unido -> Quénia,685.79,156.9001,0.0148,C1296,False,
6264,2024-07-21 23:00:00,Reino Unido -> Quénia,507.49,158.2713,0.0184,C167,True,
6265,2024-07-29 13:00:00,Reino Unido -> Quénia,295.35,152.5429,0.0189,C235,False,
6266,2024-02-05 23:00:00,Portugal -> Moçambique,198.6,67.9205,0.043,C2917,True,
6267,2024-09-30 09:00:00,Portugal -> Moçambique,485.0,65.3965,0.0366,C725,True,
6268,2024-08-04 06:00:00,EUA -> Brasil,503.4,5.0692,0.0205,C1226,True,
6269,2024-08-30 14:00:00,Reino Unido -> Quénia,670.04,154.1702,0.0198,C837,False,
6270,2024-03-31 04:00:00,Reino Unido -> Quénia,224.39,158.3287,0.0164,C688,True,
6271,2024-10-21 22:00:00,Portugal -> Moçambique,413.26,66.6443,0.0277,C2665,True,
6272,2024-07-14 10:00:00,Reino Unido -> Quénia,538.18,150.0707,0.0111,C946,True,
6273,2024-06-20 19:00:00,EUA -> Brasil,915.17,5.4374,0.0252,C1422,True,
6274,2024-02-29 02:00:00,Portugal -> Moçambique,117.35,66.3565,0.0263,C1461,True,
6275,2024-04-24 09:00:00,Reino Unido -> Quénia,508.27,153.6605,0.0134,C474,True,
6276,2024-09-29 01:00:00,EUA -> Brasil,731.2,5.0311,0.0266,C1056,True,
6277,2024-09-13 16:00:00,Reino Unido -> Quénia,893.54,150.2748,0.0168,C1605,True,
6278,2024-12-30 14:00:00,EUA -> Brasil,969.11,5.127,0.0294,C2605,False,
6279,2024-09-21 06:00:00,Portugal -> Moçambique,628.74,69.4365,0.0356,C1088,True,
6280,2024-02-09 04:00:00,Portugal -> Moçambique,782.28,65.1304,0.0397,C1464,True,
6281,2024-02-18 08:00:00,EUA -> Brasil,529.1,5.3168,0.0282,C1341,True,
6282,2024-04-05 09:00:00,Portugal -> Moçambique,595.73,68.9257,0.0418,C2212,True,
6283,2024-11-22 09:00:00,Reino Unido -> Quénia,510.76,156.0846,0.0156,C2462,True,
6284,2024-06-19 16:00:00,Portugal -> Moçambique,541.64,69.4825,0.045,C214,True,
6285,2024-09-10 20:00:00,EUA -> Brasil,282.65,5.372,0.0265,C132,False,
6286,2024-10-16 02:00:00,EUA -> Brasil,609.31,5.0799,0.0222,C195,True,
6287,2024-10-08 16:00:00,EUA -> Brasil,473.56,5.1731,0.0227,C424,True,
6288,2024-03-02 18:00:00,Portugal -> Moçambique,774.0,66.1398,0.0299,C207,True,
6289,2024-10-07 01:00:00,Portugal -> Moçambique,532.4,68.6263,0.0399,C450,False,
6290,2024-07-12 02:00:00,EUA -> Brasil,583.07,5.3552,0.0184,C510,True,
6291,2024-02-09 11:00:00,EUA -> Brasil,99.51,5.2109,0.0342,C1035,True,
6292,2024-11-18 09:00:00,EUA -> Brasil,515.44,5.0018,0.025,C10,False,
6293,2024-05-16 06:00:00,Reino Unido -> Quénia,676.58,152.1545,0.0127,C1927,True,
6294,2024-09-12 17:00:00,EUA -> Brasil,537.41,5.2682,0.0275,C438,True,
6295,2024-08-20 17:00:00,Portugal -> Moçambique,268.41,65.9645,0.0436,C2236,True,
6296,2024-09-06 10:00:00,Portugal -> Moçambique,195.93,65.1941,0.0318,C470,True,
6297,2024-12-01 06:00:00,Reino Unido -> Quénia,785.09,157.8411,0.0162,C1679,True,
6298,2024-12-22 14:00:00,Portugal -> Moçambique,647.64,67.8384,0.043,C560,True,
6299,2024-07-18 09:00:00,Reino Unido -> Quénia,937.04,159.972,0.0178,C1896,False,
6300,2024-09-10 09:00:00,EUA -> Brasil,930.66,5.2778,0.0224,C1069,False,
6301,2024-01-09 05:00:00,Reino Unido -> Quénia,385.27,159.0707,0.011,C810,True,
6302,2024-04-01 19:00:00,Reino Unido -> Quénia,968.12,150.7386,0.0106,C1977,True,
6303,2024-07-21 04:00:00,Reino Unido -> Quénia,832.33,158.6855,0.0108,C2238,False,
6304,2024-10-17 06:00:00,Reino Unido -> Quénia,916.68,156.6291,0.0191,C2064,False,
6305,2024-05-04 19:00:00,Reino Unido -> Quénia,584.73,153.488,0.0163,C531,True,
6306,2024-06-17 12:00:00,Portugal -> Moçambique,226.68,66.0563,0.0378,C220,True,
6307,2024-05-16 14:00:00,Portugal -> Moçambique,57.04,66.0564,0.041,C2667,True,
6308,2024-07-16 05:00:00,Reino Unido -> Quénia,984.51,156.399,0.016,C739,True,
6309,2024-07-12 13:00:00,Reino Unido -> Quénia,890.66,159.4824,0.0171,C1049,True,
6310,2024-11-05 04:00:00,Reino Unido -> Quénia,167.37,157.4351,0.0153,C595,True,
6311,2024-10-19 21:00:00,Portugal -> Moçambique,61.55,65.7361,0.0297,C479,False,
6312,2024-11-25 22:00:00,EUA -> Brasil,405.33,5.3161,0.0174,C2469,True,
6313,2024-05-22 13:00:00,EUA -> Brasil,553.32,5.4502,0.0279,C259,False,
6314,2024-08-21 19:00:00,Reino Unido -> Quénia,166.68,156.6105,0.0161,C359,True,
6315,2024-02-25 19:00:00,EUA -> Brasil,727.6,5.1472,0.0168,C2979,False,
6316,2024-09-04 05:00:00,EUA -> Brasil,664.21,5.1777,0.0188,C2892,True,
6317,2024-01-19 14:00:00,Portugal -> Moçambique,242.6,65.9371,0.0399,C450,False,
6318,2024-12-14 02:00:00,Portugal -> Moçambique,808.1,65.2587,0.044,C918,True,
6319,2024-11-17 21:00:00,Reino Unido -> Quénia,105.97,157.2272,0.0103,C810,True,
6320,2024-02-22 17:00:00,Portugal -> Moçambique,416.18,66.5975,0.0408,C2168,True,
6321,2024-04-19 21:00:00,Reino Unido -> Quénia,153.56,154.5256,0.0115,C1231,True,
6322,2024-04-05 15:00:00,Portugal -> Moçambique,587.43,65.0512,0.0271,C2626,False,
6323,2024-03-21 10:00:00,EUA -> Brasil,373.45,5.0875,0.0185,C2318,True,
6324,2024-08-26 22:00:00,Portugal -> Moçambique,922.1,65.5018,0.0372,C2539,True,
6325,2024-09-17 23:00:00,EUA -> Brasil,246.61,5.2391,0.0229,C1724,True,
6326,2024-04-12 22:00:00,EUA -> Brasil,942.02,5.3054,0.0211,C2105,False,
6327,2024-10-12 22:00:00,Portugal -> Moçambique,392.59,68.575,0.0346,C492,True,
6328,2024-11-16 00:00:00,Reino Unido -> Quénia,975.87,159.3332,0.0141,C2986,True,0.0185
6329,2024-06-17 18:00:00,EUA -> Brasil,153.65,5.3997,0.0251,C2073,True,
6330,2024-02-21 10:00:00,Reino Unido -> Quénia,600.21,158.2519,0.0135,C1182,True,
6331,2024-04-03 06:00:00,EUA -> Brasil,883.16,5.3335,0.0212,C96,True,
6332,2024-07-30 21:00:00,Reino Unido -> Quénia,282.95,152.4712,0.0177,C1133,False,
6333,2024-01-04 12:00:00,Reino Unido -> Quénia,957.76,151.0407,0.0131,C543,True,
6334,2024-11-17 13:00:00,Portugal -> Moçambique,489.36,69.6213,0.0316,C2144,True,
6335,2024-09-20 16:00:00,Portugal -> Moçambique,905.3,68.7251,0.0252,C78,True,
6336,2024-01-03 06:00:00,EUA -> Brasil,652.1,5.0011,0.0166,C1989,True,
6337,2024-04-14 03:00:00,Reino Unido -> Quénia,357.1,152.0739,0.0169,C1085,False,
6338,2024-07-07 14:00:00,EUA -> Brasil,853.68,5.1236,0.0176,C2011,True,
6339,2024-05-28 08:00:00,Reino Unido -> Quénia,820.2,152.0226,0.0176,C1938,False,
6340,2024-05-04 01:00:00,Portugal -> Moçambique,971.19,67.6983,0.0325,C1987,False,
6341,2024-09-26 18:00:00,Reino Unido -> Quénia,584.54,154.8867,0.0146,C2483,False,
6342,2024-06-09 20:00:00,Portugal -> Moçambique,807.69,69.2767,0.0291,C2327,True,
6343,2024-11-08 22:00:00,EUA -> Brasil,141.28,5.2115,0.0295,C2357,False,
6344,2024-09-26 13:00:00,Reino Unido -> Quénia,90.0,154.8681,0.0109,C656,True,
6345,2024-11-23 22:00:00,Reino Unido -> Quénia,313.05,158.2115,0.0127,C1920,False,
6346,2024-09-06 17:00:00,Reino Unido -> Quénia,796.22,152.2598,0.0105,C900,True,
6347,2024-04-05 10:00:00,Reino Unido -> Quénia,508.63,159.7351,0.0141,C2831,False,
6348,2024-11-10 17:00:00,Reino Unido -> Quénia,310.68,157.1794,0.0197,C2932,False,
6349,2024-04-04 10:00:00,Reino Unido -> Quénia,535.31,158.8244,0.0153,C72,False,
6350,2024-12-04 09:00:00,Reino Unido -> Quénia,87.39,153.4468,0.0188,C1586,True,
6351,2024-04-01 13:00:00,EUA -> Brasil,607.58,5.3511,0.028,C2747,False,
6352,2024-07-05 05:00:00,Portugal -> Moçambique,407.78,69.2263,0.0378,C2355,True,
6353,2024-06-20 22:00:00,EUA -> Brasil,544.76,5.3686,0.0194,C2280,False,
6354,2024-06-10 07:00:00,Portugal -> Moçambique,587.95,65.5228,0.0321,C486,True,
6355,2024-03-07 07:00:00,Portugal -> Moçambique,916.11,65.0425,0.0277,C1489,False,
6356,2024-06-29 13:00:00,Portugal -> Moçambique,954.42,65.2682,0.0377,C1423,False,
6357,2024-11-13 13:00:00,Portugal -> Moçambique,485.9,65.1849,0.0423,C1227,True,
6358,2024-03-25 02:00:00,Reino Unido -> Quénia,734.55,153.6017,0.0133,C2601,True,
6359,2024-03-12 19:00:00,Portugal -> Moçambique,498.66,66.1359,0.0443,C2709,True,
6360,2024-09-04 07:00:00,Portugal -> Moçambique,657.66,69.1787,0.0317,C567,False,
6361,2024-05-08 01:00:00,EUA -> Brasil,432.31,5.389,0.0229,C60,True,
6362,2024-04-14 19:00:00,EUA -> Brasil,802.13,5.0914,0.0151,C2174,False,
6363,2024-06-30 14:00:00,Portugal -> Moçambique,739.24,67.0628,0.0384,C1804,True,
6364,2024-08-02 11:00:00,EUA -> Brasil,122.42,5.0724,0.0197,C2173,True,
6365,2024-11-01 15:00:00,Portugal -> Moçambique,920.3,66.5123,0.0258,C1300,True,
6366,2024-06-23 00:00:00,Portugal -> Moçambique,680.67,69.6803,0.0293,C2414,False,0.0301
6367,2024-07-30 10:00:00,EUA -> Brasil,129.64,5.3539,0.0184,C2448,False,
6368,2024-11-16 13:00:00,Reino Unido -> Quénia,128.77,155.5633,0.0106,C2450,True,
6369,2024-10-04 20:00:00,Portugal -> Moçambique,687.81,69.561,0.0441,C2060,True,
6370,2024-01-08 04:00:00,EUA -> Brasil,853.07,5.1225,0.0331,C1636,True,
6371,2024-02-15 20:00:00,Reino Unido -> Quénia,193.29,150.0269,0.0186,C1930,True,
6372,2024-12-21 21:00:00,Reino Unido -> Quénia,278.59,150.4928,0.0193,C2793,True,
6373,2024-08-05 00:00:00,EUA -> Brasil,585.41,5.2625,0.0234,C2862,True,0.0198
6374,2024-07-13 15:00:00,EUA -> Brasil,521.69,5.2592,0.0345,C522,True,
6375,2024-01-23 05:00:00,Portugal -> Moçambique,525.64,65.0299,0.032,C1972,True,
6376,2024-09-11 06:00:00,Reino Unido -> Quénia,954.12,153.8535,0.0182,C354,True,
6377,2024-10-15 12:00:00,EUA -> Brasil,91.21,5.0487,0.0292,C1584,False,
6378,2024-09-21 03:00:00,Reino Unido -> Quénia,805.36,159.9902,0.0153,C441,True,
6379,2024-06-12 04:00:00,Reino Unido -> Quénia,781.1,153.2166,0.0195,C2571,True,
6380,2024-03-20 10:00:00,Portugal -> Moçambique,934.17,69.3063,0.0415,C856,False,
6381,2024-08-21 02:00:00,Portugal -> Moçambique,867.56,66.8049,0.0282,C1941,True,
6382,2024-09-03 07:00:00,EUA -> Brasil,952.76,5.0821,0.0281,C2057,True,
6383,2024-02-22 22:00:00,Portugal -> Moçambique,472.21,66.1866,0.0441,C620,False,
6384,2024-05-06 18:00:00,Portugal -> Moçambique,806.41,67.7026,0.0417,C1825,True,
6385,2024-12-27 06:00:00,Reino Unido -> Quénia,756.89,154.3943,0.0136,C49,True,
6386,2024-04-07 23:00:00,Portugal -> Moçambique,288.52,67.4055,0.0261,C1473,True,
6387,2024-10-30 09:00:00,Portugal -> Moçambique,936.07,66.0124,0.0361,C1373,False,
6388,2024-05-20 17:00:00,Portugal -> Moçambique,103.75,65.5467,0.0363,C739,True,
6389,2024-11-27 14:00:00,EUA -> Brasil,850.47,5.2951,0.0247,C2673,False,
6390,2024-12-10 21:00:00,Portugal -> Moçambique,769.85,69.8163,0.0394,C710,True,
6391,2024-08-20 03:00:00,EUA -> Brasil,653.89,5.402,0.0344,C2853,False,
6392,2024-08-22 10:00:00,Reino Unido -> Quénia,170.39,153.0884,0.0179,C1585,True,
6393,2024-09-20 09:00:00,Reino Unido -> Quénia,139.86,157.0574,0.0101,C352,True,
6394,2024-01-19 21:00:00,EUA -> Brasil,917.51,5.0276,0.031,C2537,True,
6395,2024-07-30 22:00:00,EUA -> Brasil,695.58,5.2882,0.0155,C186,True,
6396,2024-07-13 13:00:00,Portugal -> Moçambique,146.19,68.7913,0.0433,C1599,False,
6397,2024-06-26 16:00:00,Reino Unido -> Quénia,418.12,155.6209,0.0111,C245,False,
6398,2024-03-17 14:00:00,Portugal -> Moçambique,884.13,68.8609,0.0377,C1716,True,
6399,2024-11-04 02:00:00,Reino Unido -> Quénia,439.2,154.866,0.0105,C542,True,
6400,2024-07-09 15:00:00,Reino Unido -> Quénia,798.76,153.9598,0.0113,C1961,True,
6401,2024-02-17 05:00:00,EUA -> Brasil,693.3,5.0051,0.0157,C1462,False,
6402,2024-05-08 05:00:00,Reino Unido -> Quénia,258.53,151.1476,0.0189,C235,False,
6403,2024-02-07 07:00:00,Reino Unido -> Quénia,415.7,155.6234,0.0159,C572,True,
6404,2024-11-10 22:00:00,Reino Unido -> Quénia,817.77,154.2269,0.0102,C2824,True,
6405,2024-07-25 18:00:00,EUA -> Brasil,809.4,5.0196,0.0197,C2116,True,
6406,2024-03-02 11:00:00,Reino Unido -> Quénia,146.32,151.593,0.0166,C2544,True,
6407,2024-11-27 13:00:00,EUA -> Brasil,640.05,5.0314,0.022,C446,False,
6408,2024-08-15 08:00:00,EUA -> Brasil,854.93,5.0187,0.0316,C2928,True,
6409,2024-03-17 05:00:00,Portugal -> Moçambique,884.44,69.4302,0.0348,C1059,True,
6410,2024-01-11 15:00:00,EUA -> Brasil,319.24,5.4081,0.0332,C1957,True,
6411,2024-01-29 14:00:00,Reino Unido -> Quénia,550.5,155.1595,0.0197,C2991,False,
6412,2024-11-02 21:00:00,EUA -> Brasil,192.95,5.2031,0.0255,C2963,True,
6413,2024-03-15 08:00:00,EUA -> Brasil,309.68,5.175,0.0348,C2786,False,
6414,2024-09-16 02:00:00,Portugal -> Moçambique,121.65,68.209,0.0415,C430,True,
6415,2024-09-26 23:00:00,Reino Unido -> Quénia,940.4,153.3422,0.0158,C1607,True,
6416,2024-06-16 12:00:00,Portugal -> Moçambique,398.01,69.4775,0.0277,C2599,True,
6417,2024-03-21 18:00:00,Portugal -> Moçambique,596.49,69.4515,0.0291,C1071,False,
6418,2024-04-08 17:00:00,Portugal -> Moçambique,582.11,68.4073,0.0401,C872,True,
6419,2024-05-24 23:00:00,Reino Unido -> Quénia,103.72,152.7968,0.0188,C1799,True,
6420,2024-12-30 14:00:00,EUA -> Brasil,793.94,5.2877,0.021,C1457,True,
6421,2024-01-06 07:00:00,Portugal -> Moçambique,195.14,67.2449,0.0437,C2817,True,
6422,2024-04-09 20:00:00,Reino Unido -> Quénia,284.34,153.4132,0.0134,C899,True,
6423,2024-10-02 17:00:00,Portugal -> Moçambique,542.58,69.3275,0.0328,C502,True,
6424,2024-05-05 13:00:00,EUA -> Brasil,706.12,5.0645,0.0215,C2928,True,
6425,2024-04-07 08:00:00,EUA -> Brasil,589.05,5.4901,0.0188,C1074,True,
6426,2024-08-25 06:00:00,Reino Unido -> Quénia,889.47,155.1049,0.0108,C1277,True,
6427,2024-12-04 15:00:00,Portugal -> Moçambique,134.56,65.2285,0.0326,C386,True,
6428,2024-11-15 15:00:00,Portugal -> Moçambique,434.4,66.3409,0.0322,C977,True,
6429,2024-02-11 18:00:00,Reino Unido -> Quénia,135.85,157.3347,0.0171,C1587,True,
6430,2024-08-17 23:00:00,Portugal -> Moçambique,100.74,67.9212,0.0291,C2526,False,
6431,2024-03-20 23:00:00,Portugal -> Moçambique,568.87,66.3326,0.0255,C2562,True,
6432,2024-07-15 16:00:00,Reino Unido -> Quénia,925.44,159.1479,0.0172,C507,True,
6433,2024-02-21 05:00:00,EUA -> Brasil,304.76,5.4042,0.0233,C1391,False,
6434,2024-02-12 11:00:00,Portugal -> Moçambique,667.7,67.3811,0.035,C2614,True,
6435,2024-10-19 03:00:00,Portugal -> Moçambique,494.95,65.3994,0.0355,C2569,False,
6436,2024-03-25 06:00:00,Reino Unido -> Quénia,144.18,159.6905,0.0161,C2016,True,
6437,2024-06-06 12:00:00,Reino Unido -> Quénia,372.28,159.5501,0.0171,C118,True,
6438,2024-11-20 07:00:00,EUA -> Brasil,363.56,5.3311,0.0285,C2109,True,
6439,2024-02-06 01:00:00,Reino Unido -> Quénia,355.41,155.3927,0.0194,C2825,True,
6440,2024-08-16 05:00:00,EUA -> Brasil,654.12,5.2709,0.0347,C2339,True,
6441,2024-05-23 00:00:00,Reino Unido -> Quénia,127.19,150.5002,0.0177,C2840,False,0.0131
