ID_transacao,data,corredor,valor_enviado,taxa_de_cambio,fee_percent,ID_cliente
5926,2024-07-26 09:00:00,Portugal -> Moçambique,281.2,68.6158,0.0352,C260
5927,2024-09-15 20:00:00,EUA -> Brasil,125.6,5.2013,0.0237,C1875
5928,2024-04-15 02:00:00,Portugal -> Moçambique,577.77,66.7441,0.0298,C2786
5929,2024-02-20 23:00:00,EUA -> Brasil,135.19,5.3828,0.0236,C2879
5930,2024-02-03 19:00:00,Portugal -> Moçambique,245.62,69.6859,0.0414,C1468
5931,2024-03-15 17:00:00,Reino Unido -> Quénia,222.49,157.5181,0.01,C2668
5932,2024-11-16 04:00:00,Portugal -> Moçambique,374.56,66.7789,0.0354,C1250
5933,2024-10-02 11:00:00,Portugal -> Moçambique,424.74,67.2972,0.038,C2335
5934,2024-10-07 17:00:00,Portugal -> Moçambique,643.09,67.3442,0.0434,C503
5935,2024-10-06 15:00:00,Reino Unido -> Quénia,997.63,157.69,0.0103,C609
5936,2024-07-22 10:00:00,Portugal -> Moçambique,116.89,68.459,0.0375,C2420
5937,2024-04-09 00:00:00,Reino Unido -> Quénia,812.23,150.2038,0.0119,C2573
5938,2024-10-04 22:00:00,Reino Unido -> Quénia,600.86,159.0953,0.0117,C2240
5939,2024-11-27 11:00:00,Portugal -> Moçambique,637.39,67.1444,0.0414,C1203
5940,2024-06-19 05:00:00,Reino Unido -> Quénia,995.04,154.5228,0.012,C1136
5941,2024-02-13 02:00:00,Reino Unido -> Quénia,94.61,153.5181,0.0176,C412
5942,2024-03-09 07:00:00,Portugal -> Moçambique,135.67,68.2302,0.0331,C320
5943,2024-04-30 12:00:00,Portugal -> Moçambique,222.38,69.608,0.0322,C394
5944,2024-08-20 11:00:00,Portugal -> Moçambique,874.08,66.3041,0.0352,C652
5945,2024-08-30 03:00:00,Reino Unido -> Quénia,944.21,157.2271,0.0146,C1751
5946,2024-12-13 08:00:00,EUA -> Brasil,652.84,5.297,0.0231,C2386
5947,2024-09-22 12:00:00,Reino Unido -> Quénia,377.14,159.4667,0.0122,C199
5948,2024-10-18 15:00:00,Portugal -> Moçambique,436.85,69.807,0.0435,C2720
5949,2024-09-26 00:00:00,Portugal -> Moçambique,857.81,66.1469,0.0405,C2153
5950,2024-04-25 00:00:00,Portugal -> Moçambique,995.07,69.7677,0.0396,C360
5951,2024-10-17 18:00:00,EUA -> Brasil,309.07,5.3357,0.0159,C2628
5952,2024-08-30 11:00:00,EUA -> Brasil,56.07,5.0404,0.0277,C38
5953,2024-02-25 01:00:00,Reino Unido -> Quénia,689.13,153.6161,0.018,C2038
5954,2024-05-13 05:00:00,EUA -> Brasil,733.56,5.2888,0.0167,C2163
5955,2024-03-17 09:00:00,Portugal -> Moçambique,250.77,65.0166,0.0366,C1561
5956,2024-05-25 02:00:00,Portugal -> Moçambique,471.14,68.5476,0.0275,C2154
5957,2024-12-08 19:00:00,EUA -> Brasil,708.78,5.0325,0.029,C973
5958,2024-03-08 20:00:00,Portugal -> Moçambique,337.28,69.3616,0.042,C2582
5959,2024-07-27 23:00:00,Reino Unido -> Quénia,135.38,150.8314,0.0103,C378
5960,2024-05-02 13:00:00,Reino Unido -> Quénia,919.37,158.4919,0.0184,C2142
5961,2024-06-02 07:00:00,Reino Unido -> Quénia,377.7,150.2817,0.0153,C759
5962,2024-09-03 06:00:00,Reino Unido -> Quénia,862.39,150.4691,0.0165,C66
5963,2024-07-18 23:00:00,Portugal -> Moçambique,51.88,67.8184,0.0446,C25
5964,2024-10-23 07:00:00,Portugal -> Moçambique,371.74,65.9817,0.0377,C2612
5965,2024-11-16 01:00:00,Reino Unido -> Quénia,906.64,154.7826,0.0182,C1700
5966,2024-07-22 13:00:00,EUA -> Brasil,821.42,5.0852,0.0193,C742
5967,2024-01-14 23:00:00,Reino Unido -> Quénia,231.18,152.0222,0.0104,C339
5968,2024-04-06 03:00:00,Portugal -> Moçambique,862.18,68.1246,0.0423,C2363
5969,2024-07-18 14:00:00,Portugal -> Moçambique,716.66,69.6742,0.0419,C2501
5970,2024-07-06 04:00:00,Reino Unido -> Quénia,596.72,157.695,0.0198,C2984
5971,2024-01-31 17:00:00,EUA -> Brasil,247.77,5.4898,0.0185,C1261
5972,2024-07-03 14:00:00,EUA -> Brasil,581.32,5.3117,0.0302,C811
5973,2024-09-01 04:00:00,EUA -> Brasil,691.26,5.2671,0.0291,C496
5974,2024-06-27 00:00:00,Reino Unido -> Quénia,141.07,158.6716,0.0104,C77
5975,2024-03-31 12:00:00,Reino Unido -> Quénia,337.3,155.8546,0.0107,C278
5976,2024-03-28 22:00:00,Reino Unido -> Quénia,963.15,156.4662,0.0174,C2489
5977,2024-03-30 03:00:00,EUA -> Brasil,353.88,5.2761,0.0267,C1
5978,2024-07-12 20:00:00,EUA -> Brasil,774.98,5.1284,0.0193,C1367
5979,2024-01-17 12:00:00,Portugal -> Moçambique,863.22,66.2891,0.0427,C801
5980,2024-02-26 12:00:00,Portugal -> Moçambique,662.84,65.4878,0.0329,C2131
5981,2024-06-18 07:00:00,Reino Unido -> Quénia,512.06,155.8308,0.0168,C645
5982,2024-03-10 20:00:00,Reino Unido -> Quénia,302.9,157.4057,0.0105,C1613
5983,2024-02-17 04:00:00,Reino Unido -> Quénia,651.08,155.4399,0.0129,C2479
5984,2024-09-15 05:00:00,Portugal -> Moçambique,683.85,67.7087,0.0256,C2624
5985,2024-08-05 22:00:00,Portugal -> Moçambique,258.04,69.1033,0.0419,C2243
5986,2024-08-04 04:00:00,Portugal -> Moçambique,381.42,69.4624,0.0392,C2986
5987,2024-07-09 17:00:00,EUA -> Brasil,372.27,5.1001,0.0189,C2833
5988,2024-09-16 17:00:00,EUA -> Brasil,280.56,5.1606,0.0281,C251
5989,2024-06-12 20:00:00,Portugal -> Moçambique,182.92,65.2764,0.0351,C1919
5990,2024-04-25 00:00:00,EUA -> Brasil,121.2,5.4398,0.0348,C2165
5991,2024-08-22 01:00:00,Reino Unido -> Quénia,867.84,158.5871,0.0178,C1685
5992,2024-01-19 04:00:00,EUA -> Brasil,209.59,5.4768,0.0284,C1125
5993,2024-04-19 10:00:00,Portugal -> Moçambique,325.81,68.0549,0.0327,C670
5994,2024-04-12 02:00:00,EUA -> Brasil,472.69,5.3052,0.0273,C1583
5995,2024-12-07 13:00:00,Portugal -> Moçambique,608.03,67.6608,0.0273,C388
5996,2024-02-22 16:00:00,EUA -> Brasil,203.89,5.4128,0.0172,C1726
5997,2024-07-15 20:00:00,EUA -> Brasil,835.87,5.4942,0.0286,C1167
5998,2024-06-21 13:00:00,Reino Unido -> Quénia,372.93,159.516,0.0101,C2117
5999,2024-04-04 14:00:00,Reino Unido -> Quénia,431.89,151.0099,0.0103,C1320
6000,2024-10-16 13:00:00,EUA -> Brasil,635.78,5.3571,0.0273,C422
6001,2024-08-05 02:00:00,Portugal -> Moçambique,803.2,68.0613,0.0355,C1109
6002,2024-01-29 18:00:00,EUA -> Brasil,319.75,5.3108,0.0189,C2629
6003,2024-01-25 23:00:00,EUA -> Brasil,614.07,5.3089,0.0177,C636
6004,2024-04-24 08:00:00,Portugal -> Moçambique,778.64,65.6198,0.0388,C1542
6005,2024-01-05 22:00:00,Portugal -> Moçambique,966.67,69.5487,0.0277,C2410
6006,2024-09-09 18:00:00,EUA -> Brasil,493.21,5.3426,0.0279,C2347
6007,2024-09-26 06:00:00,EUA -> Brasil,339.19,5.0707,0.0275,C1628
6008,2024-07-25 21:00:00,Portugal -> Moçambique,108.26,68.388,0.0251,C1670
6009,2024-09-18 15:00:00,Portugal -> Moçambique,493.22,67.0255,0.0444,C18
6010,2024-12-18 19:00:00,Reino Unido -> Quénia,61.27,157.3091,0.0187,C754
6011,2024-08-10 01:00:00,Portugal -> Moçambique,262.32,67.0184,0.0422,C1247
6012,2024-03-06 11:00:00,EUA -> Brasil,749.64,5.0448,0.0281,C2462
6013,2024-09-10 07:00:00,Portugal -> Moçambique,694.81,69.0311,0.0257,C2062
6014,2024-06-01 01:00:00,Portugal -> Moçambique,331.38,66.2297,0.0326,C1971
6015,2024-02-08 06:00:00,Reino Unido -> Quénia,827.24,152.8277,0.0113,C770
6016,2024-08-24 20:00:00,Reino Unido -> Quénia,951.67,150.6704,0.0143,C685
6017,2024-11-17 00:00:00,EUA -> Brasil,68.69,5.3,0.0191,C1158
6018,2024-06-11 02:00:00,EUA -> Brasil,759.95,5.226,0.0226,C2726
6019,2024-02-04 12:00:00,Reino Unido -> Quénia,729.47,153.011,0.0154,C1526
6020,2024-02-13 09:00:00,EUA -> Brasil,390.42,5.4977,0.0205,C580
6021,2024-07-02 07:00:00,Portugal -> Moçambique,905.61,65.6471,0.0299,C627
6022,2024-10-24 06:00:00,Reino Unido -> Quénia,940.22,155.2915,0.0147,C2273
6023,2024-08-05 06:00:00,EUA -> Brasil,619.28,5.0218,0.0306,C2076
6024,2024-05-27 03:00:00,EUA -> Brasil,418.22,5.025,0.0253,C1952
6025,2024-06-14 17:00:00,Portugal -> Moçambique,665.58,66.7005,0.0395,C102
6026,2024-04-21 00:00:00,Portugal -> Moçambique,114.72,65.2925,0.0364,C2051
6027,2024-10-31 23:00:00,Reino Unido -> Quénia,565.32,156.5542,0.0175,C2119
6028,2024-09-10 08:00:00,Portugal -> Moçambique,409.03,66.5202,0.0379,C859
6029,2024-08-22 04:00:00,Reino Unido -> Quénia,395.78,156.3594,0.0136,C1200
6030,2024-01-03 08:00:00,Reino Unido -> Quénia,529.9,154.1901,0.0162,C2225
6031,2024-10-10 13:00:00,Reino Unido -> Quénia,548.07,155.4517,0.0151,C1098
6032,2024-03-25 11:00:00,EUA -> Brasil,652.18,5.1178,0.0275,C1086
6033,2024-09-10 17:00:00,EUA -> Brasil,303.19,5.041,0.0253,C2935
6034,2024-01-27 06:00:00,EUA -> Brasil,365.44,5.0215,0.0241,C2916
6035,2024-10-02 14:00:00,Portugal -> Moçambique,135.63,67.0363,0.027,C1860
6036,2024-03-16 14:00:00,Portugal -> Moçambique,558.32,68.8326,0.0255,C785
6037,2024-03-14 11:00:00,Reino Unido -> Quénia,260.95,150.8522,0.0192,C1234
6038,2024-11-30 07:00:00,Portugal -> Moçambique,886.67,65.0089,0.0432,C1497
6039,2024-03-10 11:00:00,Portugal -> Moçambique,659.97,67.8652,0.033,C2506
6040,2024-07-02 00:00:00,Reino Unido -> Quénia,997.92,155.5825,0.0122,C1311
6041,2024-09-09 06:00:00,EUA -> Brasil,552.73,5.0273,0.0212,C2625
6042,2024-06-21 01:00:00,Portugal -> Moçambique,134.45,65.7398,0.0296,C844
6043,2024-02-27 07:00:00,Reino Unido -> Quénia,607.13,157.0414,0.0127,C19
6044,2024-05-20 11:00:00,EUA -> Brasil,911.91,5.2506,0.0308,C2817
6045,2024-12-14 16:00:00,Reino Unido -> Quénia,102.34,152.5976,0.0194,C1005
6046,2024-06-23 02:00:00,Portugal -> Moçambique,77.67,67.984,0.0385,C2577
6047,2024-07-21 13:00:00,EUA -> Brasil,486.02,5.1717,0.0337,C722
6048,2024-05-22 12:00:00,EUA -> Brasil,527.78,5.2192,0.0238,C265
6049,2024-07-01 22:00:00,EUA -> Brasil,446.0,5.221,0.0298,C2658
6050,2024-01-31 01:00:00,EUA -> Brasil,411.8,5.4721,0.0154,C568
6051,2024-09-10 12:00:00,EUA -> Brasil,661.37,5.5,0.0192,C2008
6052,2024-02-28 08:00:00,EUA -> Brasil,712.88,5.4648,0.0306,C1074
6053,2024-02-05 14:00:00,EUA -> Brasil,540.22,5.3732,0.02,C2829
6054,2024-03-31 10:00:00,EUA -> Brasil,337.5,5.0105,0.0328,C2180
6055,2024-08-11 09:00:00,EUA -> Brasil,661.4,5.4161,0.0194,C1196
6056,2024-08-28 16:00:00,Portugal -> Moçambique,694.59,68.8999,0.0436,C203
6057,2024-09-28 07:00:00,Portugal -> Moçambique,477.35,67.0272,0.0294,C1611
6058,2024-10-15 17:00:00,Reino Unido -> Quénia,113.1,152.4219,0.0157,C726
6059,2024-06-15 20:00:00,Portugal -> Moçambique,328.21,69.5816,0.0354,C656
6060,2024-08-07 10:00:00,Portugal -> Moçambique,324.19,69.6733,0.0337,C706
6061,2024-09-22 01:00:00,Portugal -> Moçambique,376.52,65.8519,0.0426,C67
6062,2024-08-08 08:00:00,Portugal -> Moçambique,540.21,67.1826,0.0445,C1841
6063,2024-02-03 12:00:00,EUA -> Brasil,386.47,5.4501,0.0346,C1615
6064,2024-08-29 13:00:00,Reino Unido -> Quénia,130.57,150.2956,0.0165,C1734
6065,2024-06-05 13:00:00,Portugal -> Moçambique,748.97,66.1796,0.0252,C2422
6066,2024-05-27 16:00:00,Portugal -> Moçambique,610.67,68.6165,0.033,C1477
6067,2024-04-03 04:00:00,EUA -> Brasil,382.03,5.0727,0.0223,C1817
6068,2024-06-08 04:00:00,Portugal -> Moçambique,812.41,68.6437,0.0418,C1785
6069,2024-03-19 21:00:00,Portugal -> Moçambique,126.28,67.0438,0.0298,C2226
6070,2024-10-09 20:00:00,Portugal -> Moçambique,114.08,68.5963,0.0268,C1591
6071,2024-02-12 12:00:00,Portugal -> Moçambique,455.99,67.8636,0.0253,C238
6072,2024-12-11 20:00:00,Reino Unido -> Quénia,861.98,152.2533,0.0155,C1355
6073,2024-01-16 08:00:00,EUA -> Brasil,260.79,5.485,0.0316,C2204
6074,2024-03-04 06:00:00,Portugal -> Moçambique,288.07,69.2566,0.0431,C2886
6075,2024-08-21 00:00:00,Portugal -> Moçambique,542.71,67.7595,0.0306,C2377
6076,2024-01-03 11:00:00,Portugal -> Moçambique,817.78,65.6934,0.0425,C2045
6077,2024-02-16 03:00:00,Reino Unido -> Quénia,746.26,154.3831,0.0163,C2523
6078,2024-09-15 18:00:00,Reino Unido -> Quénia,355.54,154.3616,0.0176,C1081
6079,2024-05-25 15:00:00,Portugal -> Moçambique,990.63,66.9852,0.0303,C699
6080,2024-06-24 14:00:00,Reino Unido -> Quénia,102.45,159.5865,0.0192,C821
6081,2024-05-15 06:00:00,Reino Unido -> Quénia,833.5,159.556,0.0148,C2265
6082,2024-12-02 14:00:00,Portugal -> Moçambique,191.64,65.7297,0.0381,C2951
6083,2024-07-04 05:00:00,Portugal -> Moçambique,893.88,67.5526,0.0348,C43
6084,2024-06-17 17:00:00,Portugal -> Moçambique,244.15,68.3745,0.0254,C45
6085,2024-01-31 06:00:00,Portugal -> Moçambique,352.09,66.5637,0.0312,C2459
6086,2024-03-18 03:00:00,EUA -> Brasil,207.34,5.4947,0.0268,C2301
6087,2024-05-13 12:00:00,EUA -> Brasil,906.46,5.3306,0.0324,C2042
6088,2024-09-30 01:00:00,Reino Unido -> Quénia,568.05,158.8865,0.0161,C1615
6089,2024-02-02 10:00:00,Reino Unido -> Quénia,560.33,151.0029,0.0168,C2061
6090,2024-08-04 23:00:00,Portugal -> Moçambique,673.49,69.6724,0.0254,C483
6091,2024-10-13 03:00:00,Portugal -> Moçambique,899.18,69.9026,0.031,C634
6092,2024-07-15 11:00:00,Reino Unido -> Quénia,839.88,154.6012,0.0115,C2065
6093,2024-11-26 10:00:00,Reino Unido -> Quénia,791.36,154.1306,0.0189,C1967
6094,2024-06-10 10:00:00,EUA -> Brasil,276.77,5.1919,0.0321,C1030
6095,2024-10-16 00:00:00,Reino Unido -> Quénia,898.88,153.3508,0.0183,C1636
6096,2024-08-25 16:00:00,EUA -> Brasil,545.44,5.0902,0.027,C1980
6097,2024-08-12 14:00:00,Portugal -> Moçambique,255.8,68.8152,0.0444,C2345
6098,2024-08-28 20:00:00,Portugal -> Moçambique,231.05,65.0122,0.0327,C2205
6099,2024-09-07 12:00:00,Reino Unido -> Quénia,235.43,155.0115,0.0141,C2641
6100,2024-08-29 15:00:00,Reino Unido -> Quénia,286.28,158.7657,0.0179,C1019
6101,2024-04-02 03:00:00,EUA -> Brasil,431.19,5.4475,0.0343,C1087
6102,2024-04-23 14:00:00,Portugal -> Moçambique,565.44,65.5922,0.0333,C266
6103,2024-04-24 10:00:00,Portugal -> Moçambique,197.0,66.0907,0.0332,C2179
6104,2024-08-11 17:00:00,EUA -> Brasil,539.75,5.4169,0.0321,C344
6105,2024-09-18 07:00:00,Portugal -> Moçambique,266.72,66.5081,0.0439,C2583
6106,2024-08-09 21:00:00,EUA -> Brasil,771.04,5.2195,0.0271,C1562
6107,2024-08-07 12:00:00,EUA -> Brasil,359.78,5.4584,0.0229,C2484
6108,2024-10-20 00:00:00,Portugal -> Moçambique,563.95,69.4785,0.0274,C1647
6109,2024-01-25 16:00:00,Portugal -> Moçambique,266.05,66.6499,0.0257,C837
6110,2024-05-10 16:00:00,EUA -> Brasil,64.05,5.3398,0.0206,C2847
6111,2024-05-27 09:00:00,Reino Unido -> Quénia,326.65,155.9522,0.0135,C2598
6112,2024-01-02 01:00:00,Portugal -> Moçambique,649.12,66.4854,0.0286,C2484
6113,2024-10-03 19:00:00,Reino Unido -> Quénia,313.74,154.9978,0.01,C624
6114,2024-04-28 14:00:00,Portugal -> Moçambique,612.7,69.6396,0.027,C1140
6115,2024-08-20 18:00:00,Portugal -> Moçambique,226.97,67.7895,0.0254,C372
6116,2024-01-09 14:00:00,Portugal -> Moçambique,533.75,69.4523,0.0286,C1831
6117,2024-05-12 20:00:00,Portugal -> Moçambique,843.07,68.1542,0.0342,C1975
6118,2024-03-30 17:00:00,Reino Unido -> Quénia,265.86,158.7871,0.0191,C560
6119,2024-01-04 23:00:00,Reino Unido -> Quénia,584.44,154.8892,0.0188,C2345
6120,2024-03-24 16:00:00,Reino Unido -> Quénia,177.13,158.6721,0.0141,C2475
6121,2024-05-16 09:00:00,EUA -> Brasil,706.66,5.2497,0.0224,C2011
6122,2024-03-13 08:00:00,EUA -> Brasil,89.96,5.0963,0.0332,C786
6123,2024-05-03 18:00:00,EUA -> Brasil,368.04,5.223,0.0294,C850
6124,2024-07-01 02:00:00,Portugal -> Moçambique,430.67,67.1631,0.0425,C1115
6125,2024-08-10 20:00:00,Portugal -> Moçambique,755.75,68.3855,0.027,C2985
6126,2024-09-24 20:00:00,Reino Unido -> Quénia,372.68,150.448,0.0153,C1767
6127,2024-11-05 20:00:00,Reino Unido -> Quénia,996.49,155.8613,0.0193,C2675
6128,2024-08-29 02:00:00,Reino Unido -> Quénia,159.12,157.1753,0.0196,C2144
6129,2024-09-11 18:00:00,Reino Unido -> Quénia,83.32,151.4991,0.019,C1143
6130,2024-07-23 04:00:00,EUA -> Brasil,391.94,5.0962,0.0177,C2906
6131,2024-02-22 07:00:00,Portugal -> Moçambique,786.88,69.6057,0.0403,C1855
6132,2024-02-02 11:00:00,Reino Unido -> Quénia,358.12,150.1748,0.0175,C1655
6133,2024-05-14 00:00:00,EUA -> Brasil,511.07,5.0319,0.0227,C2879
6134,2024-05-22 13:00:00,EUA -> Brasil,589.06,5.4007,0.0204,C598
6135,2024-11-25 13:00:00,Reino Unido -> Quénia,579.11,155.3019,0.0108,C2801
6136,2024-01-26 22:00:00,EUA -> Brasil,878.5,5.2836,0.0196,C1904
6137,2024-03-22 16:00:00,Reino Unido -> Quénia,129.29,159.4848,0.0152,C1497
6138,2024-12-26 18:00:00,Portugal -> Moçambique,262.93,66.5532,0.0429,C598
6139,2024-12-25 04:00:00,Portugal -> Moçambique,551.7,66.6586,0.0281,C2748
6140,2024-01-12 10:00:00,Portugal -> Moçambique,107.67,67.9646,0.0372,C1678
6141,2024-01-30 23:00:00,EUA -> Brasil,939.7,5.106,0.0202,C581
6142,2024-09-13 13:00:00,EUA -> Brasil,346.82,5.1195,0.0271,C2740
6143,2024-07-03 14:00:00,Portugal -> Moçambique,261.39,66.3165,0.0419,C128
6144,2024-08-28 06:00:00,Portugal -> Moçambique,60.54,68.71,0.03,C991
6145,2024-05-12 00:00:00,Portugal -> Moçambique,478.91,65.025,0.0446,C2464
6146,2024-11-12 22:00:00,EUA -> Brasil,648.94,5.417,0.0201,C1297
6147,2024-12-22 02:00:00,EUA -> Brasil,485.25,5.1854,0.034,C1608
6148,2024-06-27 05:00:00,Portugal -> Moçambique,294.73,69.2662,0.0401,C2502
6149,2024-12-25 15:00:00,EUA -> Brasil,847.63,5.0208,0.0167,C470
6150,2024-05-28 09:00:00,Reino Unido -> Quénia,885.76,151.389,0.0134,C2232
6151,2024-03-02 20:00:00,Portugal -> Moçambique,449.76,68.7398,0.0285,C390
6152,2024-12-23 10:00:00,Portugal -> Moçambique,145.12,66.8824,0.0254,C1040
6153,2024-01-23 21:00:00,Reino Unido -> Quénia,877.18,154.8301,0.0114,C1264
6154,2024-08-14 08:00:00,EUA -> Brasil,857.44,5.1552,0.0192,C511
6155,2024-01-18 23:00:00,Portugal -> Moçambique,270.04,65.3064,0.0435,C2165
6156,2024-02-25 23:00:00,Portugal -> Moçambique,299.53,69.2785,0.0382,C1443
6157,2024-02-07 07:00:00,EUA -> Brasil,844.8,5.1948,0.0267,C946
6158,2024-03-22 10:00:00,EUA -> Brasil,545.67,5.4467,0.0282,C2603
6159,2024-08-30 02:00:00,EUA -> Brasil,316.83,5.2574,0.0285,C415
6160,2024-02-02 20:00:00,EUA -> Brasil,709.04,5.1573,0.0317,C1840
6161,2024-02-05 20:00:00,Portugal -> Moçambique,386.19,68.1519,0.0368,C1681
6162,2024-12-02 05:00:00,EUA -> Brasil,239.78,5.4206,0.0287,C1119
6163,2024-08-17 21:00:00,EUA -> Brasil,545.09,5.0404,0.0157,C1032
6164,2024-11-27 19:00:00,EUA -> Brasil,75.21,5.1591,0.016,C2990
6165,2024-03-31 01:00:00,EUA -> Brasil,482.52,5.0928,0.0292,C2723
6166,2024-05-19 14:00:00,Reino Unido -> Quénia,761.26,151.0904,0.0187,C593
6167,2024-10-22 11:00:00,Reino Unido -> Quénia,676.17,153.3881,0.0105,C966
6168,2024-04-02 21:00:00,Reino Unido -> Quénia,433.28,154.9319,0.0196,C898
6169,2024-05-30 04:00:00,Reino Unido -> Quénia,814.02,157.9981,0.0133,C440
6170,2024-08-30 03:00:00,EUA -> Brasil,418.9,5.0354,0.0223,C1966
6171,2024-08-22 01:00:00,Reino Unido -> Quénia,104.54,158.0329,0.0101,C1675
6172,2024-01-05 22:00:00,Portugal -> Moçambique,746.67,68.2044,0.0438,C2828
6173,2024-08-15 06:00:00,Reino Unido -> Quénia,936.38,158.5862,0.013,C509
6174,2024-08-29 14:00:00,EUA -> Brasil,50.41,5.1715,0.0237,C1651
6175,2024-03-02 07:00:00,Reino Unido -> Quénia,387.7,156.4178,0.0125,C1650
6176,2024-03-26 03:00:00,EUA -> Brasil,935.65,5.3269,0.0198,C2819
6177,2024-01-14 12:00:00,EUA -> Brasil,491.15,5.2289,0.0273,C1073
6178,2024-10-22 08:00:00,Portugal -> Moçambique,400.83,66.3355,0.0294,C1788
6179,2024-11-30 07:00:00,Portugal -> Moçambique,777.28,68.4517,0.0356,C1943
6180,2024-04-24 14:00:00,Portugal -> Moçambique,639.37,68.8224,0.0269,C1800
6181,2024-06-03 10:00:00,Reino Unido -> Quénia,118.96,158.5149,0.0104,C500
6182,2024-11-16 21:00:00,Reino Unido -> Quénia,854.28,157.7127,0.013,C1796
6183,2024-09-04 03:00:00,EUA -> Brasil,194.28,5.1586,0.0234,C2450
6184,2024-09-01 04:00:00,Portugal -> Moçambique,603.13,66.5033,0.0349,C2672
6185,2024-07-24 08:00:00,Reino Unido -> Quénia,603.06,156.5372,0.0109,C1738
6186,2024-12-22 13:00:00,EUA -> Brasil,58.53,5.2016,0.0239,C1956
6187,2024-03-19 11:00:00,Portugal -> Moçambique,464.84,67.6734,0.0442,C1015
6188,2024-07-19 19:00:00,Portugal -> Moçambique,241.96,69.686,0.0446,C1755
6189,2024-07-21 15:00:00,EUA -> Brasil,645.63,5.0389,0.0304,C2623
6190,2024-01-02 19:00:00,Reino Unido -> Quénia,160.21,159.0794,0.0184,C2416
6191,2024-10-05 12:00:00,Reino Unido -> Quénia,755.24,157.8625,0.0147,C2648
6192,2024-06-20 19:00:00,Reino Unido -> Quénia,229.88,152.6798,0.0127,C1170
6193,2024-09-20 15:00:00,EUA -> Brasil,548.05,5.0413,0.0238,C2828
6194,2024-07-21 16:00:00,EUA -> Brasil,780.66,5.0203,0.0342,C1053
6195,2024-11-26 16:00:00,EUA -> Brasil,83.29,5.4394,0.0313,C2926
6196,2024-02-20 10:00:00,Reino Unido -> Quénia,918.2,153.8194,0.0197,C1508
6197,2024-12-25 06:00:00,EUA -> Brasil,690.44,5.4373,0.0298,C2597
6198,2024-09-20 16:00:00,EUA -> Brasil,853.2,5.4016,0.0184,C1161
6199,2024-10-21 08:00:00,Reino Unido -> Quénia,489.72,157.8134,0.0187,C1775
6200,2024-08-03 23:00:00,EUA -> Brasil,912.33,5.1635,0.0192,C1612
6201,2024-12-18 04:00:00,EUA -> Brasil,771.07,5.4158,0.0257,C2650
6202,2024-06-22 14:00:00,Reino Unido -> Quénia,947.49,159.7267,0.0111,C1306
6203,2024-06-03 19:00:00,Reino Unido -> Quénia,149.37,156.0314,0.0173,C1813
6204,2024-03-07 06:00:00,Reino Unido -> Quénia,986.26,151.0069,0.0193,C2491
6205,2024-05-03 02:00:00,Portugal -> Moçambique,379.15,69.6578,0.0449,C687
6206,2024-01-03 19:00:00,Portugal -> Moçambique,588.61,68.256,0.0361,C2447
6207,2024-04-03 04:00:00,Portugal -> Moçambique,220.83,65.577,0.0307,C1747
6208,2024-10-25 23:00:00,EUA -> Brasil,102.19,5.0918,0.0168,C1249
6209,2024-09-25 20:00:00,Reino Unido -> Quénia,419.39,158.9681,0.0123,C2200
6210,2024-11-13 02:00:00,Reino Unido -> Quénia,309.44,157.9969,0.016,C149
6211,2024-09-22 12:00:00,Reino Unido -> Quénia,215.67,158.1179,0.0176,C2065
6212,2024-09-03 01:00:00,Portugal -> Moçambique,215.81,65.5223,0.0427,C2008
6213,2024-07-15 00:00:00,Reino Unido -> Quénia,585.92,152.4065,0.0139,C1649
6214,2024-10-14 05:00:00,EUA -> Brasil,140.5,5.25,0.0347,C2364
6215,2024-11-29 12:00:00,Portugal -> Moçambique,679.1,65.9295,0.0258,C1662
6216,2024-04-17 00:00:00,Portugal -> Moçambique,625.4,67.4607,0.0345,C2521
6217,2024-09-24 12:00:00,Portugal -> Moçambique,561.31,69.7018,0.0441,C1820
6218,2024-03-29 10:00:00,Portugal -> Moçambique,695.04,68.2207,0.0431,C1581
6219,2024-10-02 19:00:00,EUA -> Brasil,276.24,5.3999,0.0331,C760
6220,2024-04-24 23:00:00,Portugal -> Moçambique,595.59,66.8461,0.0326,C1629
6221,2024-05-24 18:00:00,Portugal -> Moçambique,97.19,69.4812,0.0349,C1281
6222,2024-11-17 00:00:00,EUA -> Brasil,683.33,5.4318,0.0167,C451
6223,2024-09-20 16:00:00,EUA -> Brasil,923.1,5.3486,0.0204,C1500
6224,2024-10-07 19:00:00,Reino Unido -> Quénia,557.57,159.9099,0.0113,C1698
6225,2024-08-12 21:00:00,Portugal -> Moçambique,52.45,66.5358,0.0281,C2133
6226,2024-04-17 05:00:00,EUA -> Brasil,832.3,5.1255,0.0161,C104
6227,2024-10-21 15:00:00,EUA -> Brasil,705.27,5.0764,0.0168,C2939
6228,2024-05-14 14:00:00,Portugal -> Moçambique,103.73,68.7721,0.0296,C265
6229,2024-12-12 02:00:00,Reino Unido -> Quénia,216.88,158.6012,0.0132,C2654
6230,2024-07-01 01:00:00,Reino Unido -> Quénia,248.15,155.2489,0.0175,C1845
6231,2024-05-31 23:00:00,Portugal -> Moçambique,168.09,69.2262,0.0371,C1235
6232,2024-01-19 22:00:00,EUA -> Brasil,670.43,5.2371,0.0301,C1256
6233,2024-09-18 13:00:00,Portugal -> Moçambique,372.13,68.6165,0.0325,C2008
